Autor,Titulo,Año de publicación,Volumen,Pagina-inicio,Pagina-fin,No páginas,No referencias,Referentes,URL,DOI,PDF,Idioma,Tipo de documento,Área temática/campo,Notas,Edición,Tomo,Número,ISBN
"Linneo, Carlos von","Hortus Upsaliensis, Exhibens plantas exoticas, Horto Upsaliensis Academiae a sese illatas, Ab anno 1742, in annum 1748, Additis Differentiis, Synonymis, Habitationibus, Hospitiis, Rariorumque Descriptionibus, In gratiam Studiosae juventutis",1748,1,1,306,306,,Hortus; Exhibens; exóticas; Upsaliensis Academiae,https://bibdigital.rjb.csic.es/records/item/13434-redirection,,Sí,Latín,Monografía,Ciencias de la vida,-,-,-,-,-
"Linneo, Carlos von","Amoenitates academicae seu dissertationes variae physicae, medicae botanicae antehac seorsim editae nunc collectae et auctae cum tabulis aeneis.",1749,1,1,563,563,,Amoenitates; dissertationes; botanicae; seorsim; collectae; tabulis,https://bibdigital.rjb.csic.es/records/item/11557-amoenitates-academicae-volumen-primum,,Sí,Latín,Monografía,Ciencias de la vida,-,-,-,8,-
"Linneo, Carlos von","Species plantarum: exhibentes plantas rite cognitas, ad genera relatas, cum differentiis specificis, nominibus trivialibus, synonymis selectis, locis natalibus, secundum systema sexuale digestas,",1753,1,-,-,-,,Species plantarum,https://books.google.com.mx/books?id=VmwZAAAAYAAJ&hl=es&source=gbs_similarbooks,,Sí,Latín,Monografía,Ciencias de la vida,2 tomos en total,-,2,-,-
"Linneo, Carlos von","Amoenitates academicae seu dissertationes botanicae antehac seorsim editae, nunc primum methodice dispositae & auctae, cum tabulis aeneis. / Curante Joan, Emman. Gilibert, Med. Doct. Botan. Profess. Provinciae. Lugd. pro epidemiis Proto-Medico. Nosocomii generales Lugd. Medico. Acad. Scient. Lugd. &c. ; Tomus I",1786,1,1,604,604,,Amoenitates; dissertationes; methodice; Tomus I,https://bibdigital.rjb.csic.es/records/item/12968-amoenitates-academicae-curante-joan-emman-gilibert-tomus-i,,Sí,Latín,Monografía,Ciencias de la vida,3 tomos en total,-,-,-,-
"Linneo, Carlos von","Genera plantarum, eorumque characteres naturales, secundum numerum, figuram, situm et proportionem omnium fructificationis partium.",1789,1,1,379,379,,Genera plantarum,https://bibdigital.rjb.csic.es/records/item/12945-redirection,,Sí,Latín,Monografía,Ciencias de la vida,-,8,-,-,-
"Linneo, Carlos von",Systema vegetabilium.,1796,1,1,884,884,,Systema vegetabilium,https://bibdigital.rjb.csic.es/records/item/13041-redirection,,Sí,Latín,Monografía,Ciencias de la vida,2 volumenes en total,-,-,8,-
"Lindley, John",Mexican Pines.,1839,2,1,95,95,,Mexican Pines,https://ia800501.us.archive.org/15/items/mobot31753002748389/mobot31753002748389.pdf,,Sí,Inglés,Monografía,Ciencias de la vida,Se encuentra en: Edward´s botanical register (10 volumenes),-,2,-,-
"Lister, Joseph",Notices of the flowering of Agave americana.,1856,3,65,65,1,,Flowering; Agave americana,https://www.biodiversitylibrary.org/item/8627#page/2/mode/1up,,Sí,Francés,Noticia,Ciencias de la vida,-,-,-,-,-
"Lizardi, L.",El cultivo de las flores. Elementos generales de Jardinería.,1884,-,1,48,48,,Cultivo; Flores;Jardineria,-,,No,Español,Monografía,Ciencias de la vida,Se ha reimpreso muchas veces,-,16,-,-
"Lobato, José Guadalupe","Química y Phytographia microscópica, aplicadas al estudio de 1a endemia de Irapuato, atribuida á los residuos contenidos en las lamas de las haciendas de beneficio",1869,4,207,222,15,,Química; Phytographia microscopica; estudio; endemia; Irapuato; residuos,https://babel.hathitrust.org/cgi/pt?id=uc1.$b214450&view=1up&seq=229,,Sí,Español,Artículo,Ciencias de la vida,-,-,4,-,-
"Lobato, José Guadalupe",Ensayo histórico sobre el Kousso.,1870,5,14,16,2,,Ensayo histórico; Kousso,https://babel.hathitrust.org/cgi/pt?id=mdp.39015046999465&view=1up&seq=22,,Sí,Español,Ensayo,Ciencias de la vida,-,-,5,-,-
"Lobato, José Guadalupe","Los arbolados, los bosques montañosos y los planos, los jardines, las huertas y los sembrados en las comarcas geográficas intracontinentales.",1881,16,249,259,10,,Arbolados; bosques montañosos; planos; jardines; huertas; comarcas; geográficas intracontinentales,-,,No,Español,Artículo,Ciencias de la vida,Continua en las pág. 274-282,-,16,-,-
"Lobato, José Guadalupe",Estudio químico industrial de los varios productos del Maguey mexicano y análisis químico del Aguamiel y el Pulque.,1884,-,1,191,191,,Estudio; productos; Maguey Mexicano; Aguamiel; pulque,https://archive.org/details/estudioquimicoi02lobagoog/page/n9,,Sí,Español,Monografía,Ciencias de la vida,-,-,8,-,-
"Lobelius, Matthias",Plantarum seu stirpium historia.,1576,-,1,671,671,,Plantarum; Historia,https://www.biodiversitylibrary.org/item/37879#page/2/mode/1up,,Sí,Latín,Monografía,Ciencias de la vida,-,-,-,-,-
"Lobelius, Matthias",Plantarum seu stirpium icones.,1581,-,1,1123,1123,,Plantarum; stirpuim; icones,https://www.europeana.eu/portal/es/record/9200520/ark__12148_bpt6k98044c.html,,Sí,Latín,Monografía,Ciencias de la vida,-,-,-,-,-
"Löfling, Per","Petri Loefling ... Iter hispanicum, eller Resa til spanska länderna uti Europa och America, förrättad ifrån år 1751 til år 1756: med beskrifningar och rön öfver de märkvärdigaste växter",1758,-,1,316,316,,Iter hispanicum; Resa till; Europa; America,https://books.google.com.mx/books/about/Petri_Loefling_Iter_hispanicum_eller_Res.html?id=CO5EAQAAMAAJ&redir_esc=y,,Sí,Latín,Monografía,Ciencias de la vida,-,-,8,-,-
"Löfling, Per","Reise, nach den spanischen Ländern in Europa und America in den Jahren 1751-bis 1756, nebst Beobachtungen und Anmerkungen über die merkwürdigen Genwächse",1766,-,1,406,406,,Reisebeschreiburg; spanischen Zänder; Europa; America,https://www.biodiversitylibrary.org/item/148235#page/6/mode/1up,https://doi.org/10.5962/bhl.title.77395,Sí,Alemán,Monografía,Ciencias de la vida,-,-,-,-,-
"Locknero, Miguel Federico","Disertación Epistólica. De los Nuevos, i estraños Medicamentos succedaneos, ó equipolentes; especialmente del Thé, i Café, de la Botrina Mexicana.",1617,-,-,-,-,,Disertación; nuevos; medicamentos; succedaneos; equipolentes; Thé; café; Botrina Mexicana,-,,No,Español,Disertación,Ciencias de la vida,-,-,4,-,-
"Locknero, Miguel Federico","Comentatio de Ananasa, sive nuce pinea indica, vulgo Pinhas.",1716,-,1,76,76,,Comentatio; Anassa; nuce pinea; Pinhas,-,,No,Latín,Monografía,Ciencias de la vida,-,-,4,-,-
"Lochner, Juan","Disertación en carta á Berehens, médico del Rey Jorge, sobre las plantas succedáneas del Thé y Cafe, esto es, de la Botris Mexicana",-,-,-,-,-,-,Disertación; carta; Berehens; médico; plantas; thé; café; Botris Mexicana,-,,No,Español,Disertación,Ciencias de la vida,,-,-,-,-
"Longinos, José",Réspuesta de D. Vicente Cervantes sobre la Castilloa Elastica ó Arbol del Hule.,-,,-,-,-,,-,-,-,No,Español,Artículo,Ciencias de la vida,-,-,-,-,-
"Loiseleur Deslongchamps, Jean Louis August",Notice sur les plantes à ajouter à la flore de France (Flora Gallica): avec quelques correcciones y observaciones,1810,-,1,172,172,,Notice; plantes; flore; France,https://www.biodiversitylibrary.org/item/28660#page/7/mode/1up,https://doi.org/10.5962/bhl.title.6361,Sí,Francés,Monografía,Ciencias de la vida,-,-,-,-,-
"Loiseleur Deslongchamps, Jean Louis August","Flora Gallica, seu enumeratio plantarum in Gallia spontè nascentium, secundum Linnaeanum systema digestarum, addita familiarum naturalium synopsi; / auctore J. L. A. Loiseleur-Deslongchamps. Editio secunda aucta et emendata, cum tabulis XXXI. Pars prima",1828,-,1,407,407,,Flora; Gallica,https://bibdigital.rjb.csic.es/records/item/11186-redirection,,Sí,Francés,Monografía,Ciencias de la vida,Consiste en 2 partes,-,-,8,-
"López Tello, Júan",Algunas consideraciones sobre la Digital.,1878,-,1,23,23,,Consideraciones; digital,-,,No,Español,Monografía,Ciencias de la vida,-,-,-,4,-
"López Medel, Tomás","De los tres elementos, aire, agua y tierra, en que se trata de las cosas que en cada uno de ellos acerca de las Occidentales Indias, naturaleza engendra y produce comunes con las de acá ó particulares de aquel Nuevo Mundo",-,-,-,-,-,,Tres elementos; aire; agua; tierra; Occidentales Indias,-,,No,Español,Monografía,Ciencias de la vida,La 3a parte trata de los vegetales americanos y también de los llevado de España a ese continente,-,-,-,-
"López, Gregorio V.",Libro de Medicina por orden alphabético. Compuesto por el Venerable Siervo de Dios Gregorio López.,1727,-,1,228,228,,Libro; Medicina,http://bdh-rd.bne.es/viewer.vm?id=0000175680&page=1,,Sí,Español,Monografía,Ciencias de la vida,-,-,-,-,-
"López, Benjamín",Ligero estudio sobre el dictamo real: tésis presentado al jurado de calificación por Benjamin Lopez en su examen profesional de farmacia,1880,-,1,16,16,,Estudio; Dictamo Real,https://collections.nlm.nih.gov/bookviewer?PID=nlm:nlmuid-101606596-bk#page/1/mode/2up,,SI,Español,Monografía,Ciencias de la vida,-,-,-,-,-
"López de Hinojosa, Alonso; Merced, Nicolas de la","Suma y recopilación de Cirugía, con un arte para examinar barberos",1595,-,1,432,432,,Recopilación; cirugía; examinar;barberos,https://archive.org/details/summayrecopilaci00lpez,,SI,Español,Monografía,Ciencias de la vida,-,-,-,-,-
"Gutierrez Lozada, Manuel",El Liquidámbar,1870,-,70,74,4,,Liquidámbar,https://www.biodiversitylibrary.org/item/123566#page/84/mode/1up,,Si,Español,Artículo,Ciencias de la vida,1a serie,-,1,-,-
"Lozano y Castro, Mariano",La Contrayerba blanca ó de México.,1889,-,1,48,48,,Contrayerba blanca; México,https://archive.org/details/b30468413,,Si,Español,Monografía,Ciencias de la vida,-,-,-,-,-
"Lozano y Castro, Mariano",Estudio químico de la Corteza de Bocconia.,1889,4,281,281,1,,Estudio; Corteza de Bocconia,-,,No,Español,Artículo,Ciencias de la vida,Continua en la página 344,-,4,-,-
"Lozano y Castro, Mariano",Estudio químico de una substancia denominada Cera vegetal.,1894,-,1,9,9,,Estudio; sustancia; Cera vegetal,https://archive.org/details/analesdelinstit03mexgoog/page/n13?q=Mariano+Lozano+y+Castro,,Sí,Español,Artículo,Ciencias de la vida,-,-,1,-,-
"Lozano y Castro, Mariano",Estudio químico de una substancia denominada Cera vegetal.,1894,,7,10,3,,Estudio; quimico; substancia; Cera vegetal,https://archive.org/details/analesdelinstit03mexgoog/page/n13?q=Mariano+Lozano+y+Castro,,Sí,Español,Artículo,Ciencias de la vida,,-,1,-,-
"Lozano y Castro, Mariano",Estudio químico de dos muestras de maíz procedentes de los Distritos de Chalco y de los Estados Unidos.,1894,-,9,10,2,,Estudio químico; dos muestras; maíz,https://archive.org/details/analesdelinstit03mexgoog/page/n13/mode/2up?q=Mariano+Lozano+y+Castro,,Sí,Español,Artículo,Ciencias de la vida,-,-,1,,
"Lucio Nájera, Rafael",Camelia,1849,2,420,424,4,,Camelia,https://babel.hathitrust.org/cgi/pt?id=hvd.hninz1;view=1up;seq=488,,Sí,Español,Artículo,Ciencias de la vida,,,2,,
"Luna y Drusina, Fernando",Estudio sobre la Castilleja canescens,1885,7,15,21,6,,Estudio; Castilleja canescens,https://www.biodiversitylibrary.org/item/121643#page/25/mode/1up,,Sí,Español,Artículo,Ciencias de la vida,1a serie,,7,,
"Ruiz de Luzuriaga, Ignacio Maria Ruíz",Sobre los diferentes remedios que nos han venido de America y de Asia,-,,-,-,-,,Remedios; America; Asia,-,,No,Español,Monografía,Ciencias de la vida,-,-,-,-,-
"Francisco, Llamas",Estudio sobre la corteza de Quina,1870,-,-,-,-,,Estudio; cortezas ; Quina,-,,No,Español,Monografía,Ciencias de la vida,-,-,4,-,-
"Francisco, Llamas",La sábila: tésis para el exámen profesional de farmacia,1881,-,1,19,19,,Sábila,https://collections.nlm.nih.gov/catalog/nlm:nlmuid-101606541-bk,,si,Español,Monografía,Ciencias de la vida,"Reimpreso en ""El estudio""",-,-,-,-
"Llave Fernández de Ávila, Pablo de la",Descripción de algunos liquenes nuevos,1820,-,-,-,-,,Descripción; liquenes nuevos,-,,No,Español,Artículo,Ciencias de la vida,-,-,-,-,-
"Llave Fernández de Ávila, Pablo de la",Novorum vegetabilium descriptionis in lucem prodeunt opera,1824,1,1,32,32,,Novorum; Vegetabilium;,https://books.google.co.ls/books?id=HoEYAAAAYAAJ&printsec=frontcover#v=onepage&q&f=false,,Sí,Latín,Monografía,Ciencias de la vida,2 fasciculos,-,1,-,-
"Llave Fernández de Ávila, Pablo de la",Memoria sobre la dulzura del clima de México demostrada por los vegetales,1832,1,107,115,8,,Memoria; dulzura; clima; México,https://ia802307.us.archive.org/33/items/registrotrimestr12soci/registrotrimestr12soci.pdf,,Sí,Español,Artículo,Ciencias de la vida,-,-,1,-,-
"Llave Fernández de Ávila, Pablo de la",Memoria sobre una especie nueva de zapote,1832,1,135,140,5,,Especie; nueva; zapote,https://ia802307.us.archive.org/33/items/registrotrimestr12soci/registrotrimestr12soci.pdf,,Sí,Español,Artículo,Ciencias de la vida,-,-,1,-,-
"Llave Fernández de Ávila, Pablo de la",Sobre una especie de Cadrella,1832,1,339,343,4,,Nueva; especie; Cedrella,https://ia802307.us.archive.org/33/items/registrotrimestr12soci/registrotrimestr12soci.pdf,,Sí,Español,Artículo,Ciencias de la vida,-,-,1,-,-
"Llave Fernández de Ávila, Pablo de la",Descripción de algunos géneros y especies nuevas de vegetales,1832,1,345,353,8,,Géneros; especies; nuevas; vegetales,https://ia802307.us.archive.org/33/items/registrotrimestr12soci/registrotrimestr12soci.pdf,,Sí,Español,Artículo,Ciencias de la vida,-,-,1,-,-
"Llave Fernández de Ávila, Pablo de la",Historia agricola,1832,1,371,373,2,,Historia;agricola,https://ia802307.us.archive.org/33/items/registrotrimestr12soci/registrotrimestr12soci.pdf,,Sí,Español,Artículo,Ciencias de la vida,-,-,1,-,-
"Llave Fernández de Ávila, Pablo de la",Sobre especie de nueva de salvia,1832,1,441,448,7,,Especie; nueva; Salvia,https://ia802307.us.archive.org/33/items/registrotrimestr12soci/registrotrimestr12soci.pdf,,Sí,Español,Artículo,Ciencias de la vida,,,,,
"Llave Fernández de Ávila, Pablo de la",Descripción de un género nuevo y de algunas especies vegetales,1832,1,449,453,12,,Descripción; género nuevo; especies; vegetales,https://ia802307.us.archive.org/33/items/registrotrimestr12soci/registrotrimestr12soci.pdf,,Sí,Español,Artículo,Ciencias de la vida,-,-,1,-,-
"Llave Fernández de Ávila, Pablo de la","Registro trimestre o colección de memorias de hsitoria, literatura, ciencias y arte, por una sociedad de literatos",1832,-,1,516,516,,Colección; Memorias; historia; literatura; ciencias; arte,https://www.biodiversitylibrary.org/bibliography/14690#/summary,,Si,Español,Monografía,Ciencias de la vida,-,-,1,-,-
"Llave Fernández de Ávila, Pablo de la",Sobre dos géneros nuevos de vegetales,1832,1,39,41,2,,Dos géneros; nuevos; vegetales,https://www.biodiversitylibrary.org/item/50901#page/55/mode/1up,,Sí,Español,Artículo,Ciencias de la vida,-,-,1,-,-
"Llave Fernández de Ávila, Pablo de la",Materia médica vegetal. Sobre el huaco,1833,2,71,83,12,,Médica; vegetal; Huaco,https://www.biodiversitylibrary.org/item/50901#page/615/mode/1up,,Sí,Español,Artículo,Ciencias de la vida,-,-,2,,-
"Llave Fernández de Ávila, Pablo de la",Economía doméstica. Sobre los hongos,1833,2,103,110,7,,Economía doméstica; hongos,https://www.biodiversitylibrary.org/item/50901#page/647/mode/1up,,Sí,Español,Artículo,Ciencias de la vida,-,-,2,-,-
"Llave Fernández de Ávila, Pablo de la",Sobre cuatro especies nuevas de la Salvia,1833,2,61,67,6,,Cuatro; especies; nuevas; salvia,https://www.biodiversitylibrary.org/item/50901#page/605/mode/1up,,No,Español,Artículo,Ciencias de la vida,-,-,2,-,-
"MacKynney, Emilio",Apuntes para la formación de la Flora Yucateca.,1890,-,1,112,112,,Formación; Flora Yucateca,-,,No,Español,Monografía,Ciencias de la vida,"Se publicarón tan sólo 7 entregas, ó sea hasta la pág. 112",2,-,4,-
"Madeira Arraiz, Duarte","Methodo de conhecer, e curar o morbo gallico",1642,1,1,523,523,,Methodo conhecer; curar; morbo gallico,http://purl.pt/11982/4/,,Sí,Portugués,Monografía,Ciencias de la vida,2 volumenes,-,1,-,-
"Magaña, Rodrigo",Generalidades sobre la floricultura,1888,-,1,45,45,,Generalidades; Floricultura,-,,No,Español,Monografía,Ciencias de la vida,-,-,-,-,-
"Major Jean, Daniel",Amerikanische bei dem schlosse Gossordd im Monat August und september,1668,-,1,30,30,,Amerikanische; schlosse Gossorff; August; September,-,,No,Alemán,Monografía,Ciencias de la vida,-,-,-,4,-
"Mallen, Francisco",Informe sobre los trabajos de propaganda de vides y arboles futales en la republica,1892,1,3,10,7,,Informe; trabajos; vides; árboles frutales; República,http://www.hndm.unam.mx/consulta/publicacion/visualizar/558a33507d1ed64f16938ed6?intPagina=2&tipo=pagina&palabras=pechuga&anio=1892&mes=03&dia=01,,Sí,Español,Informe,Ciencias de la vida,Año 1,-,-,9,-
"Manetta, Filippo",Il re cotone ossia distretti cotoniferi del globo considerati in relazione al loro clima; con la seconda edizione della guida per coltivare practicamente la pianta del cotone secondo il metodo Americano,1863,-,1,107,107,,re cotone; cotoniferi del globo; clima,https://books.google.com.mx/books?id=xuViAQAACAAJ&dq=Il+re+cotone+ossia+distretti+cotoniferi+del+globo+considerati+in+relazione+al+loro+clima;+con+la+seconda+edizione+della+guida+per+coltivare&hl=es&sa=X&ved=2ahUKEwjc-cSPxcvsAhWEKM0KHULWBgMQ6AEwAHoECAAQAQ,,No,Italiano,Monografía,Ciencias de la vida,-,-,-,-,-
"Manetti, José",Dell´Agave americana,1837,-,-,-,-,-,Agave; Americana,-,,No,Italiano,-,Ciencias de la vida,-,-,-,-,-
"Manfred, Henry P.",Apuntes sobre el cultivo de las cinchonas en México,1872,4,287,300,13,,Apuntes; Cultivo; Cinchonas; México,https://babel.hathitrust.org/cgi/pt?id=mdp.39015008360607&view=1up&seq=297&q1=cinchonas,,Sí,Español,Apuntes,Ciencias de la vida,2a época,-,4,-,-
"Manrique de Lara, Rafael",Cultivo del naranjo,1891,-,1,28,28,,Cultivo; Naranjo,https://books.google.com.mx/books/about/Cultivo_del_naranjo.html?id=qaQUAAAAYAAJ&redir_esc=y,,Sí,Español,Monografía,Ciencias de la vida,-,-,-,,-
"Martens, Martin; Galeotti, Henri Guillaume","Memoire sur les fougerest de mexique, et considerations sur la geographie botanique de cette contree",1842,-,1,99,99,,Memoire; fougeres; Mexique,https://ia800504.us.archive.org/12/items/mmoiresurlesfo00mart/mmoiresurlesfo00mart.pdf,,Sí,Francés,Monografía,Ciencias de la vida,-,-,-,-,-
"Martin Espinosa de los Monteros, José",Medicina doméstica o descripción de los nombres y virtudes de las yerbas indígenas de Yucatán y las enfermedades a que se aplican,1890,-,-,-,-,,Medicina doméstica;yerbas; indigenas; Yucatam,-,,No,Español,Monografía,Ciencias de la vida,"2a. Edicion corregida y ordenada alfabéticamente,",-,-,16,-
"M. Ch, Martins",De l´introduction en Europe de la naturalisation et de la floraison de l´Agave americana,1855,2,6,15,9,,I´introduction; Europa; Agave americana,https://www.tandfonline.com/doi/pdf/10.1080/00378941.1855.10825920,,Sí,Francés,Artículo,Ciencias de la vida,-,-,-,II,-
"M. Ch, Martins",Floraison en plaine terre d´une Agave americana au jardin des plantes de Montpellier,1856,4,605,607,2,,Floraison; Agave americana;jardin; Montpellier,https://www.tandfonline.com/doi/pdf/10.1080/00378941.1857.10828998?needAccess=true,https://doi.org/10.1080/00378941.1861.10829621,Sí,Francés,Artículo,Ciencias de la vida,-,-,-,IV,-
"M. Ch, Martins",Des circonstances qui peuvent déterminer la floraison de´l Agave,1861,8,575,582,13,,Ciconstances; floraison; Agave americana,https://www.tandfonline.com/doi/pdf/10.1080/00378941.1861.10829621,https://doi.org/10.1080/00378941.1861.10829621,Sí,Francés,Artículo,Ciencias de la vida,-,-,-,VIII,-
